2025-03-05 14:27:24 - INTERNAL Internal event | Logical clock: 1
2025-03-05 14:27:59 - RECEIVE from VM 1 | Queue length: 30 | Logical clock: 210
2025-03-05 14:28:00 - RECEIVE from VM 1 | Queue length: 31 | Logical clock: 214
2025-03-05 14:28:00 - RECEIVE from VM 1 | Queue length: 31 | Logical clock: 216
2025-03-05 14:28:00 - RECEIVE from VM 1 | Queue length: 30 | Logical clock: 218
2025-03-05 14:28:01 - RECEIVE from VM 1 | Queue length: 30 | Logical clock: 220
2025-03-05 14:28:01 - RECEIVE from VM 1 | Queue length: 30 | Logical clock: 222
2025-03-05 14:28:01 - RECEIVE from VM 1 | Queue length: 30 | Logical clock: 225
2025-03-05 14:28:02 - RECEIVE from VM 1 | Queue length: 30 | Logical clock: 227
2025-03-05 14:28:02 - RECEIVE from VM 1 | Queue length: 31 | Logical clock: 229
2025-03-05 14:28:02 - RECEIVE from VM 1 | Queue length: 31 | Logical clock: 230
2025-03-05 14:28:03 - RECEIVE from VM 1 | Queue length: 31 | Logical clock: 232
2025-03-05 14:28:03 - RECEIVE from VM 1 | Queue length: 31 | Logical clock: 234
2025-03-05 14:28:03 - RECEIVE from VM 1 | Queue length: 31 | Logical clock: 235
2025-03-05 14:28:04 - RECEIVE from VM 1 | Queue length: 32 | Logical clock: 237
2025-03-05 14:28:04 - RECEIVE from VM 1 | Queue length: 32 | Logical clock: 238
2025-03-05 14:28:04 - RECEIVE from VM 1 | Queue length: 31 | Logical clock: 239
2025-03-05 14:28:05 - RECEIVE from VM 1 | Queue length: 32 | Logical clock: 241
2025-03-05 14:28:05 - RECEIVE from VM 1 | Queue length: 31 | Logical clock: 242
2025-03-05 14:28:05 - RECEIVE from VM 1 | Queue length: 32 | Logical clock: 244
2025-03-05 14:28:06 - RECEIVE from VM 1 | Queue length: 32 | Logical clock: 247
2025-03-05 14:28:06 - RECEIVE from VM 1 | Queue length: 32 | Logical clock: 248
2025-03-05 14:28:06 - RECEIVE from VM 1 | Queue length: 32 | Logical clock: 250
2025-03-05 14:28:07 - RECEIVE from VM 1 | Queue length: 33 | Logical clock: 251
2025-03-05 14:28:07 - RECEIVE from VM 1 | Queue length: 34 | Logical clock: 253
2025-03-05 14:28:07 - RECEIVE from VM 1 | Queue length: 35 | Logical clock: 255
2025-03-05 14:28:08 - RECEIVE from VM 1 | Queue length: 35 | Logical clock: 258
2025-03-05 14:28:08 - RECEIVE from VM 1 | Queue length: 35 | Logical clock: 260
2025-03-05 14:28:08 - RECEIVE from VM 1 | Queue length: 35 | Logical clock: 263
2025-03-05 14:28:09 - RECEIVE from VM 1 | Queue length: 35 | Logical clock: 264
2025-03-05 14:28:09 - RECEIVE from VM 1 | Queue length: 36 | Logical clock: 266
2025-03-05 14:28:09 - RECEIVE from VM 1 | Queue length: 36 | Logical clock: 267
2025-03-05 14:28:10 - RECEIVE from VM 1 | Queue length: 36 | Logical clock: 270
2025-03-05 14:28:10 - RECEIVE from VM 1 | Queue length: 37 | Logical clock: 271
2025-03-05 14:28:10 - RECEIVE from VM 1 | Queue length: 37 | Logical clock: 272
2025-03-05 14:28:11 - RECEIVE from VM 1 | Queue length: 38 | Logical clock: 276
2025-03-05 14:28:11 - RECEIVE from VM 1 | Queue length: 39 | Logical clock: 278
2025-03-05 14:28:11 - RECEIVE from VM 1 | Queue length: 39 | Logical clock: 281
2025-03-05 14:28:12 - RECEIVE from VM 1 | Queue length: 39 | Logical clock: 284
2025-03-05 14:28:12 - RECEIVE from VM 1 | Queue length: 39 | Logical clock: 286
2025-03-05 14:28:12 - RECEIVE from VM 1 | Queue length: 39 | Logical clock: 288
2025-03-05 14:28:13 - RECEIVE from VM 1 | Queue length: 39 | Logical clock: 291
2025-03-05 14:28:13 - RECEIVE from VM 1 | Queue length: 38 | Logical clock: 293
2025-03-05 14:28:13 - RECEIVE from VM 1 | Queue length: 39 | Logical clock: 295
2025-03-05 14:28:14 - RECEIVE from VM 1 | Queue length: 39 | Logical clock: 298
2025-03-05 14:28:14 - RECEIVE from VM 1 | Queue length: 40 | Logical clock: 300
2025-03-05 14:28:14 - RECEIVE from VM 1 | Queue length: 40 | Logical clock: 301
2025-03-05 14:28:15 - RECEIVE from VM 1 | Queue length: 41 | Logical clock: 303
2025-03-05 14:28:15 - RECEIVE from VM 1 | Queue length: 41 | Logical clock: 307
2025-03-05 14:28:15 - RECEIVE from VM 1 | Queue length: 41 | Logical clock: 309
2025-03-05 14:28:16 - RECEIVE from VM 1 | Queue length: 40 | Logical clock: 312
2025-03-05 14:28:16 - RECEIVE from VM 1 | Queue length: 40 | Logical clock: 313
2025-03-05 14:28:16 - RECEIVE from VM 1 | Queue length: 40 | Logical clock: 315
2025-03-05 14:28:17 - RECEIVE from VM 1 | Queue length: 41 | Logical clock: 318
2025-03-05 14:28:17 - RECEIVE from VM 1 | Queue length: 41 | Logical clock: 321
2025-03-05 14:28:17 - RECEIVE from VM 1 | Queue length: 40 | Logical clock: 324
2025-03-05 14:28:18 - RECEIVE from VM 1 | Queue length: 41 | Logical clock: 326
2025-03-05 14:28:18 - RECEIVE from VM 1 | Queue length: 40 | Logical clock: 327
2025-03-05 14:28:18 - RECEIVE from VM 1 | Queue length: 40 | Logical clock: 329
2025-03-05 14:28:19 - RECEIVE from VM 1 | Queue length: 41 | Logical clock: 330
2025-03-05 14:28:19 - RECEIVE from VM 1 | Queue length: 42 | Logical clock: 331
2025-03-05 14:28:19 - RECEIVE from VM 1 | Queue length: 43 | Logical clock: 333
2025-03-05 14:28:20 - RECEIVE from VM 1 | Queue length: 42 | Logical clock: 334
2025-03-05 14:28:20 - RECEIVE from VM 1 | Queue length: 43 | Logical clock: 336
2025-03-05 14:28:20 - RECEIVE from VM 1 | Queue length: 44 | Logical clock: 339
2025-03-05 14:28:21 - RECEIVE from VM 1 | Queue length: 44 | Logical clock: 342
2025-03-05 14:28:21 - RECEIVE from VM 1 | Queue length: 45 | Logical clock: 343
2025-03-05 14:28:21 - RECEIVE from VM 1 | Queue length: 45 | Logical clock: 345
2025-03-05 14:28:22 - RECEIVE from VM 1 | Queue length: 45 | Logical clock: 347
